4941,4200756.25126322
51775,1112322.29225758
115253,1377423.91964003
299321,1364168.83827091
173570,1284638.35005617
30862,2411320.26643162
244471,3140349.74173338
127794,1046046.88541196
71558,3670552.9964983
218011,1854606.84892846
148208,2345044.85958601
155735,1072557.04815021
100698,4041695.27483374
241403,2398065.1850625
195272,2808972.70750531
238663,1496719.65196214
262957,5804621.09692709
207082,2530838.34589583
298896,860475.746244241
220946,1165342.61773407
74581,2384810.10369338
253578,2278769.45274039
47620,3272900.55542461
92772,3272900.55542461
116904,3259645.47405549
208352,2530838.34589583
76044,2716187.13792145
202667,1231618.02457968
62134,4730959.50602813
277353,4863510.31971936
64194,2424575.34780075
295822,3538002.18280707
27391,1417189.1637474
203500,1218362.94321056
264505,1841351.76755934
297455,1085812.12951933
137985,2875248.11435092
47622,2530838.34589583
21911,1549739.97743863
94181,3405451.36911584
68117,1642525.54702249
39648,1655780.62839162
73722,3246390.39268637
133456,1470209.4892239
30763,3776593.64745128
58096,1046046.88541196
126979,1947392.41851232
149636,1549739.97743863
27810,2702932.05655233
272001,3140349.74173338
114617,4545388.36686041
190693,4492368.04138392
219814,2610146.48696847
67164,4001930.03072637
83961,5791366.01555797
254122,1708800.95386811
141378,3418706.45048497
151754,1881117.01166671
125013,1496719.65196214
273552,1735311.11660635
201853,1112322.29225758
99511,1138832.45499582
25140,3405451.36911584
7603,1350913.75690179
84095,4890020.48245761
84071,3736828.40334392
151177,2490850.75464636
294081,1112322.29225758
88694,3312665.79953198
99932,1616015.38428425
14442,1350913.75690179
162220,1682290.79112986
163631,4744214.58739726
49023,2345044.85958601
80644,2915013.35845829
274016,2345044.85958601
64876,2212494.04589478
156696,2530838.34589583
295991,1814841.60482109
192037,1814841.60482109
118765,2212494.04589478
94748,4174246.08852497
251764,4068205.43757199
60381,1152087.53636495
283938,1125577.3736267
195995,1019536.72267372
112778,1258128.18731793
76727,2212494.04589478
21435,2875248.11435092
17468,1814841.60482109
225673,4399582.47180006
79759,3935654.62388076
257599,1112322.29225758
270720,5526264.38817551
153801,3644042.83376005
92266,1218362.94321056
207329,3272900.55542461
243955,4598408.69233691
288928,5261162.76079305
186600,2212494.04589478
48005,1549739.97743863
212520,1788331.44208285
294075,2477595.67327724
131575,2875248.11435092
202057,2530838.34589583
239160,1284638.35005617
92611,2252259.29000215
268351,2769207.46339794
259109,2848737.95161268
265328,1814841.60482109
229144,2477595.67327724
261302,1483464.57059302
84117,2875248.11435092
31189,4704449.34328989
107254,1629270.46565337
192798,2530838.34589583
28083,2702932.05655233
118789,4147735.92578673
2152,5075591.62162533
287026,1682290.79112986
249169,1947392.41851232
137539,4465857.87864568
46291,953261.315828101
30233,1920882.25577407
175145,1417189.1637474
50676,1218362.94321056
71570,2808972.70750531
219843,2040177.98809618
36279,3644042.83376005
66052,1337658.67553267
252609,2530838.34589583
24783,4253776.57673971
299327,4664684.09918252
95349,4134480.8444176
46332,1629270.46565337
91240,2610146.48696847
5445,2212494.04589478
272876,1814841.60482109
43811,2530838.34589583
217082,3113839.57899514
100370,5128611.94710182
258874,1417189.1637474
121949,1417189.1637474
212950,1152087.53636495
200057,5261162.76079305
229177,1814841.60482109
287838,1152087.53636495
213118,2875248.11435092
176475,1549739.97743863
118176,5526264.38817551
209024,1456954.40785477
221906,3074074.33488777
42493,1788331.44208285
223728,2079943.23220355
141993,3405451.36911584
55675,2663166.81244496
224087,5566029.63228288
83655,1549739.97743863
61917,1019536.72267372
153665,2026922.90672706
155758,2530838.34589583
190393,3962164.786619
231050,1881117.01166671
201122,1814841.60482109
59267,847220.664875118
262487,5923916.8292492
188582,3140349.74173338
131814,767690.17666038
73949,4200756.25126322
154308,2530838.34589583
167194,1417189.1637474
277393,4200756.25126322
196835,3007798.92804215
91690,3074074.33488777
162086,2795717.62613619
231058,1841351.76755934
54120,5353948.33037691
247858,4200756.25126322
98092,2013667.82535794
271915,2013667.82535794
44677,1152087.53636495
56078,1934137.3371432
129375,1973902.58125057
133361,4346562.14632357
85866,1775076.36071372
191559,1549739.97743863
218728,1496719.65196214
208771,2875248.11435092
109195,1019536.72267372
39549,5526264.38817551
169828,1616015.38428425
57416,2530838.34589583
33193,4730959.50602813
173865,4200756.25126322
50919,3670552.9964983
108504,2835482.87024356
72963,2345044.85958601
270712,1814841.60482109
63504,3074074.33488777
26896,2636656.64970671
261152,2305279.61547864
8838,900240.99035161
16064,2530838.34589583
107661,4730959.50602813
130161,3272900.55542461
179573,1337658.67553267
116121,2530838.34589583
32234,1019536.72267372
191736,1549739.97743863
57456,1549739.97743863
160502,2411320.26643162
215795,3140349.74173338
126714,3272900.55542461
173047,1085812.12951933
97726,2504105.83601548
193811,1947392.41851232
17156,2199238.96452566
71055,1152087.53636495
193990,3644042.83376005
52059,966516.397197224
274757,4293541.82084708
1558,2530838.34589583
253081,900240.99035161
181909,3538002.18280707
145269,1881117.01166671
186660,4015185.1120955
6479,2530838.34589583
249414,1218362.94321056
43182,780945.258029503
248529,4200756.25126322
125724,1682290.79112986
214268,2345044.85958601
270767,1258128.18731793
141103,3299410.71816286
292203,3538002.18280707
62008,1682290.79112986
89122,2530838.34589583
47736,5393713.57448428
222505,3286155.63679374
29628,1616015.38428425
202216,1032791.80404284
194828,1059301.96678108
18649,1417189.1637474
199020,1867861.93029758
111554,1258128.18731793
244687,3325920.8809011
230919,4200756.25126322
42397,3352431.04363935
221946,4996061.13341059
168390,1814841.60482109
175576,2835482.87024356
153541,1244873.10594881
74055,3180114.98584075
233828,3127094.66036426
131312,1072557.04815021
224154,4704449.34328989
266743,1682290.79112986
15594,2530838.34589583
227419,1562995.05880776
115531,1629270.46565337
12282,966516.397197224
21847,2026922.90672706
86772,1178597.69910319
193139,2954778.60256566
100472,1616015.38428425
177774,4863510.31971936
224462,2716187.13792145
255020,2543871.08012285
140852,3803103.81018953
6484,3007798.92804215
97191,3935654.62388076
218796,2530838.34589583
146934,1417189.1637474
183990,2530838.34589583
150347,4200756.25126322
291295,2610146.48696847
175531,2225749.1272639
80284,2795717.62613619
64297,2398065.1850625
221587,1549739.97743863
145984,4996061.13341059
266813,1191852.78047231
53725,1987157.66261969
171137,1085812.12951933
212764,1112322.29225758
30683,2278769.45274039
204086,1483464.57059302
78594,4730959.50602813
162787,3233135.31131724
212279,2557126.16149198
33141,979771.478566347
13870,3325920.8809011
205831,4200756.25126322
285806,2530838.34589583
13820,1642525.54702249
198918,1616015.38428425
165989,4916530.64519586
81377,2040177.98809618
149867,1284638.35005617
192119,1085812.12951933
180210,1125577.3736267
147051,4200756.25126322
127638,4200756.25126322
291867,3683808.07786742
178582,3856124.13566602
127544,1629270.46565337
235717,2013667.82535794
171723,1244873.10594881
161574,1138832.45499582
75409,2610146.48696847
90035,1682290.79112986
42840,1735311.11660635
8581,2477595.67327724
13664,4929785.72656498
247464,1284638.35005617
96424,2504105.83601548
194898,4373072.30906182
283532,2848737.95161268
69531,3034309.0907804
237884,2610146.48696847
261893,1814841.60482109
150376,1483464.57059302
182443,2729442.21929057
224406,4996061.13341059
171332,2530838.34589583
140442,754435.095291258
154939,1364168.83827091
131259,4863510.31971936
162293,1178597.69910319
292709,2212494.04589478
264845,4200756.25126322
166131,2649911.73107584
132328,1483464.57059302
208063,3272900.55542461
48322,5857641.42240358
16624,886985.908982487
4734,542353.793385291
189590,2424575.34780075
101739,1019536.72267372
111000,1297893.4314253
198444,1483464.57059302
16638,2941523.52119654
55638,2530838.34589583
258788,1814841.60482109
238820,1655780.62839162
115603,1099067.21088845
246939,4518878.20412217
191530,1616015.38428425
11213,4863510.31971936
27388,3498236.9386997
229061,3670552.9964983
251977,1549739.97743863
23366,1496719.65196214
10057,4068205.43757199
112593,5128611.94710182
268565,1682290.79112986
157455,6029957.48020218
59187,1218362.94321056
70372,5261162.76079305
126007,1218362.94321056
197380,1881117.01166671
271738,1960647.49988144
194635,4412837.55316919
165242,1748566.19797548
47838,2530838.34589583
29771,886985.908982487
257199,1430444.24511653
61814,4412837.55316919
208348,3325920.8809011
191265,2729442.21929057
2157,2530838.34589583
188784,1006281.64130459
95787,1417189.1637474
238436,2345044.85958601
239163,1470209.4892239
295072,2530838.34589583
104338,3670552.9964983
291607,1019536.72267372
21708,3431961.53185409
143149,2530838.34589583
137148,2530838.34589583
78780,1284638.35005617
92536,2530838.34589583
271294,1350913.75690179
79847,2530838.34589583
274306,953261.315828101
153714,1271383.26868705
117114,2530838.34589583
295580,2570381.2428611
153341,2345044.85958601
242231,1549739.97743863
17420,5128611.94710182
52376,1178597.69910319
71440,1019536.72267372
254000,4465857.87864568
199108,2530838.34589583
146464,3789848.72882041
154057,4200756.25126322
276394,2093198.31357267
106502,4863510.31971936
84374,1801586.52345197
253180,2411320.26643162
236365,1549739.97743863
182279,2278769.45274039
221109,3365686.12500847
289706,2079943.23220355
291438,1788331.44208285
71066,3803103.81018953
122789,4996061.13341059
194910,4200756.25126322
145391,4200756.25126322
199164,2239004.20863302
266382,1178597.69910319
271414,1284638.35005617
167801,3405451.36911584
61371,2079943.23220355
228790,953261.315828101
290878,4730959.50602813
144980,1814841.60482109
119483,1894372.09303583
18604,1881117.01166671
138393,2530838.34589583
83163,4558643.44822954
77727,2530838.34589583
224928,2398065.1850625
28596,2530838.34589583
157996,3206625.148579
108954,2013667.82535794
200857,3710318.24060567
72173,1019536.72267372
106183,2146218.63904916
12328,1218362.94321056
264481,2530615.99875373
96134,3007798.92804215
129425,953261.315828101
80441,2437830.42916987
260522,3445216.61322321
72154,1218362.94321056
93234,2013667.82535794
58502,2530838.34589583
277308,2411320.26643162
151009,993026.55993547
90763,1085812.12951933
275585,860475.746244241
77424,1350913.75690179
50947,767690.17666038
86003,4200756.25126322
202926,2212494.04589478
52894,4505623.12275305
152519,3935654.62388076
145898,2941523.52119654
133627,2875248.11435092
113025,1046046.88541196
216655,2212494.04589478
173878,3007798.92804215
73954,2225749.1272639
257397,1297893.4314253
103663,2822227.78887443
281910,2345044.85958601
104079,1231618.02457968
83563,1271383.26868705
28436,2530838.34589583
206395,2530838.34589583
239720,1523229.81470039
35659,780945.258029503
267856,3219880.22994812
25953,1629270.46565337
108843,1947392.41851232
50565,2212494.04589478
241574,2411320.26643162
214651,1085812.12951933
14904,1496719.65196214
142217,3538002.18280707
53741,1682290.79112986
17917,1616015.38428425
46527,1019536.72267372
254258,2212494.04589478
117732,2345044.85958601
84721,2013667.82535794
283229,1920882.25577407
174501,2994543.84667303
122944,1496719.65196214
1934,940006.234458978
275793,886985.908982487
123228,2345044.85958601
24600,5526264.38817551
230991,2875248.11435092
56772,1072557.04815021
147503,2915013.35845829
85741,1947392.41851232
69716,2610146.48696847
264260,3538002.18280707
65737,833965.583505995
99254,2530838.34589583
223411,4863510.31971936
116646,2530838.34589583
75954,2530838.34589583
125531,1218362.94321056
236312,3803103.81018953
76948,4399582.47180006
145527,4624918.85507515
164479,5327438.16763867
282478,2477595.67327724
110104,1337658.67553267
276716,1695545.87249899
21142,5049081.45888708
151238,1417189.1637474
286033,5393713.57448428
94009,966516.397197224
109338,2345044.85958601
148928,1258128.18731793
286038,4863510.31971936
29163,1417189.1637474
202367,1655780.62839162
37813,4373072.30906182
55174,2530838.34589583
113507,2530838.34589583
200332,2530838.34589583
273190,2570381.2428611
242354,2530838.34589583
93315,1059301.96678108
265463,3882634.29840427
290432,1218362.94321056
237127,1019536.72267372
92371,2530838.34589583
32067,3007798.92804215
153031,3140349.74173338
211606,2716187.13792145
224439,1297893.4314253
12783,1509974.73333126
281291,940006.234458978
281984,1218362.94321056
265609,913496.071720732
230594,1775076.36071372
22981,4505623.12275305
68319,1218362.94321056
11283,4664684.09918252
32854,1775076.36071372
190653,1152087.53636495
154922,5923916.8292492
197081,1085812.12951933
128025,1430444.24511653
91677,2530838.34589583
136087,2318534.69684776
182705,913496.071720732
279387,1483464.57059302
4956,2477595.67327724
157145,2610146.48696847
48688,1947392.41851232
249114,1417189.1637474
56226,5102101.78436358
36312,1152087.53636495
